isbn13,bk_title,bk_authors,categories,thumbnail,description,published_year
9780316156110,Consider the Lobster,David Foster Wallace,Literary Criticism & Collections,http://books.google.com/books/content?id=h1xpAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Do lobsters feel pain? Did Franz Kafka have a funny bone? What is John Updike's deal, anyway? And what happens when adult video starlets meet their fans in person? David Foster Wallace answers these questions and more in essays that are also enthralling narrative adventures. Whether covering the three-ring circus of a vicious presidential race, plunging into the wars between dictionary writers, or confronting the World's Largest Lobster Cooker at the annual Maine Lobster Festival, Wallace projects a quality of thought that is uniquely his and a voice as powerful and distinct as any in American letters.",2005
9780316159418,The Bookseller of Kabul,Asne Seierstad,Biography & Autobiography,http://books.google.com/books/content?id=Cf8UfBNXdQ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Norwegian journalist provides a portrait of a committed Muslim man and his family living in post-Taliban Kabul, Afghanistan.",2004
9780316168816,The Lovely Bones,Alice Sebold,Fiction,http://books.google.com/books/content?id=o-QfngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The spirit of fourteen-year-old Susie Salmon describes her murder, her surprise at her new home in heaven, and her witness to her family's grief, efforts to find the killer, and attempts to come to terms with what has happened. A first novel. Reader's Guide included. Reprint. 750,000 first printing.",2004
9780316172325,Blink,Malcolm Gladwell,Business & Economics,http://books.google.com/books/content?id=00BYnZF_KlgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The landmark book that has revolutionized the way we understand leadership and decision making--from #1 bestselling author Malcolm Gladwell. In his breakthrough bestseller The Tipping Point, Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking, about choices that seem to be made in an instant--in the blink of an eye--that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work--in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others? In Blink we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing""--filtering the very few factors that matter from an overwhelming number of variables.",2005
9780316182744,Paint it Black,Janet Fitch,Fiction,http://books.google.com/books/content?id=DD8elwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the bestselling author of ""White Oleander"" comes a powerful story of passion, first love, and a young woman's search for a true world in the aftermath of loss.",2006
9780316284950,White Oleander,Janet Fitch,Fiction,http://books.google.com/books/content?id=xpoXzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Everywhere hailed as a novel of rare beauty and power, White Oleander tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes-each its own universe, with its own laws, its own dangers, its own hard lessons to be learned-becomes a redeeming and surprising journey of self-discovery.",2000
9780316294522,Midnight Riders,Scott Freeman,Music,http://books.google.com/books/content?id=UOFfewAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this riveting tale of sex, drugs and rock'n'roll, Freeman brings to life the turbulent career of the original Southern rock band. This history includes the band's blues roots, their wild early days on the road and their recent resurgence.",1996
9780316296199,The Magus,John Fowles,Fiction,http://books.google.com/books/content?id=W6G5bwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Magus is the story of Nicholas Urfe, a young Englishman who accepts a teaching assignment on a remote Greek island. There his friendship with a local millionaire evolves into a deadly game, one in which reality and fantasy are deliberately manipulated, and Nicholas must fight for his sanity and his very survival.",2001
9780316341516,Mythology,Edith Hamilton,Social Science,http://books.google.com/books/content?id=PZDd0ypkLZgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Since its original publication by Little, Brown and Company in 1942, Edith Hamilton's Mythology has sold millions of copies throughout the world and established itself as a perennial bestseller in its various available formats: hardcover, trade paperback, mass market paperback, and e-book. Mythology succeeds like no other book in bringing to life for the modern reader the Greek, Roman, and Norse myths and legends that are the keystone of Western culture - the stories of gods and heroes that have inspired human creativity from antiquity to the present.",1998
9780316563567,Candy,Mian Mian,Fiction,http://books.google.com/books/content?id=sW_hlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An international literary phenomenon-now available for the first time in English translation-Candy is a hip, harrowing tale of risk and desire, the story of a young Chinese woman forging a life for herself in a world seemingly devoid of guidelines. Hong, who narrates the novel, and whose life in many ways parallels the author's own, drops out of high school and runs away at age 17 to the frontier city of Shenzen. As Hong navigates the temptations of the city, she quickly falls in love with a young musician and together they dive into a cruel netherworld of alcohol, drugs, and excess, a life that fails to satisfy Hong's craving for an authentic self, and for a love that will define her. This startling and subversive novel is a blast of sex, drugs, and rock 'n' roll that opens up to us a modern China we've never seen before. - Banned in China-with Mian Mian labeled the 'poster child for spiritual pollution'-CANDY still managed to sell 60,000 copies, as well as countless additional copies in pirated editions. - CANDY has been published in eight countries to date and has become a bestseller in France.",2003
9780316578998,The Black Veil,Rick Moody,Family & Relationships,http://books.google.com/books/content?id=AQC2QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author weaves together past and present and family legend as he shares his personal story of dealing with depression, and his search through his family's paternal lines to find clues to his melancholy.",2002
9780316614566,"Harry Bosch Novels, The: Volume 2",Michael Connelly,Fiction,http://books.google.com/books/content?id=rnDHlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Last Coyote: LAPD homicide detective Harry Bosch is suspended from the force for attacking his commanding officer. Unable to remain idle, he investigates the long-unsolved murder of a Hollywood prostitute. Trunk Music: Harry returns to the force to investigate the murder of a movie producer with Mafia ties. Up against both the LAPD's organized crime unit and the mob, Harry follows the money trail to Las Vegas, where the case becomes personal. Angels Flight: The murder of a prominent African-American attorney who made his career suing the police for racism and brutality means that Harry's friends and associates have become suspects; and he must work closely with longtime enemies suspicious of his maverick ways to investigate them. Together for the first time, these three chilling, pulse-pounding novels chart the volatile, breakneck career of the sleuth the New York Post calls ""the quintessential mystery book hero"" and prove that ""Michael Connelly's Harry Bosch novels are the most impressive body of work by any writer of crime thrillers now active"" (Washington Post).",2003
9780316706001,The Ice Storm,Rick Moody,Fiction,http://books.google.com/books/content?id=8I-oYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The year is 1973. As a freak winter storm bears down on an exclusive, affluent suburb in Connecticut, cark skid out of control, men and women swap partners, and their children experiment with sex, drugs, and even suicide. Here two families, the Hoods and the Williamses, com face-to-face with the seething emotions behind the well-clipped lawns of their lives-in a novel widely hailed as a funny, acerbic, and moving hymn to a dazed and confused era of American life.",2002
9780316735162,Gossip Girl #6: You're the One That I Want,Cecily von Ziegesar,Juvenile Fiction,http://books.google.com/books/content?id=zmg8yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Welcome to New York City's Upper East Side, where my friends and I live in gorgeous apartments, go to exclusive private schools, and make Manhattan our own personal playground. It might look hard to be this fabulous, but for us it's as easy as sleeping with your best friend's boyfriend. 6th installment of the Gossip Girls series!",2004
9780316769488,The Catcher in the Rye,J.D. Salinger,Fiction,http://books.google.com/books/content?id=ZotvleqZomIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The ""brilliant, funny, meaningful novel"" (The New Yorker) that established J. D. Salinger as a leading voice in American literature--and that has instilled in millions of readers around the world a lifelong love of books. ""If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth."" The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caufield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days.",1991
9780316831307,Strangers from a Different Shore,Ronald Takaki,History,http://books.google.com/books/content?id=HcSSQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In an extraordinary blend of narrative history, personal recollection, & oral testimony, the author presents a sweeping history of Asian Americans. He writes of the Chinese who laid tracks for the transcontinental railroad, of plantation laborers in the canefields of Hawaii, of ""picture brides"" marrying strangers in the hope of becoming part of the American dream. He tells stories of Japanese Americans behind the barbed wire of U.S. internment camps during World War II, Hmong refugees tragically unable to adjust to Wisconsin's alien climate & culture, & Asian American students stigmatized by the stereotype of the ""model minority."" This is a powerful & moving work that will resonate for all Americans, who together make up a nation of immigrants from other shores.",1998
9780316853699,Stephen King Omnibus,Stephen King,New England,http://books.google.com/books/content?id=fY1wGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Two novels in one volume from horror writer Stephen King. The books contained are Dead Zone and Cujo.,1999
9780316905749,Vampire Mountain,Darren Shan,Juvenile Fiction,http://books.google.com/books/content?id=lR-4QT-8JpcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Now in paperback--the gut-wrenching first book in The Vampire Mountain trilogy.,2004
9780316907927,An Unfinished Life,Robert Dallek,Biography & Autobiography,http://books.google.com/books/content?id=EhUpxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The #1 bestseller that forever changed how we thought about JFK, published with a new epilogue in time for the 50th anniversary of Kennedy's assassination. When it was originally published in 2003, AN UNFINISHED LIFE brought to light new revelations about JFK's health, his love affairs, his brothers and father, and the path JFK would have taken in the Vietnam entanglement if he had survived. A blockbuster bestseller, the book was embraced by critics and readers as a landmark assessment of our 35th president. Now, in time for what promises to be remarkable media attention on Kennedy's death and legacy, AN UNFINISHED LIFE returns with a new, strikingly incisive examination by Robert Dallek in which he further assesses JFK's impact and hold on American culture.",2004
9780316910330,Gossip Girl #1,Cecily von Ziegesar,Young Adult Fiction,http://books.google.com/books/content?id=g7qWxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The wickedly funny first book in the #1 New York Times bestselling series that inspired the original hit CW show and the new series coming to HBO Max's Spring 2020 launch season (alongside hit series such as Pretty Little Liars and Friends). Welcome to New York City's Upper East Side, where my friends and I live, go to school, play, and sleep--sometimes with each other. S is back from boarding school, and if we aren't careful, she's going to win over our teachers, wear that dress we couldn't fit into, steal our boyfriends' hearts, and basically ruin our lives in a major way. I'll be watching closely... You know you love me. gossip girl",2002
9780316912129,Gossip Girl #3: All I Want is Everything,Cecily von Ziegesar,Young Adult Fiction,http://books.google.com/books/content?id=aTw3vdPW-PAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The wickedly funny third book in the #1 New York Times bestselling series that inspired the original hit CW show and the new series coming to HBO Max's Spring 2020 launch season (alongside hit series such as Pretty Little Liars and Friends). It's Christmastime and Blair and Serena are best friends again, and up to their old tricks--partying hard and breaking hearts from Park Avenue to the Caribbean. Blair's mom and Cyrus are having their honeymoon in Salt Key. And when school lets out for the holiday, Blair, Serena, Aaron, and company head down there to blow off steam after their midterm exams. In between pina coladas and topless sunbathing, Blair and Serena plot revenge on super-jerk Chuck Bass. Everyone jets back to NYC for Serena's New Year's party, during which Nate and Blair may or may not finally go all the way...and Serena may or may not be discovered to be the secret fling of Hollywood's hottest young leading man.",2003
9780316919890,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Humor,http://books.google.com/books/content?id=QkhpvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this exuberantly praised book - a collection of seven pieces on subjects ranging from television to tennis, from the Illinois State Fair to the films of David Lynch, from postmodern literary theory to the supposed fun of traveling aboard a Caribbean luxury cruiseliner - David Foster Wallace brings to nonfiction the same curiosity, hilarity, and exhilarating verbal facility that has delighted readers of his fiction, including the bestselling Infinite Jest.",1997
9780316926348,Brideshead Revisited,Evelyn Waugh,Fiction,http://books.google.com/books/content?id=ucqvugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Waugh tells the story of the Marchmain family. Aristocratic, beautiful and charming, the Marchmains are indeed a symbol of England and her decline in this novel of the upper class of the 1920s and the abdication of responsibility in the 1930s.",1982
9780316926607,The Complete Stories of Evelyn Waugh,Evelyn Waugh,Fiction,http://books.google.com/books/content?id=HeLt9TIQx5UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A ""lavishly entertaining"" (Publishers Weekly) distillation of Waugh's genius--abundant evidence that one of the twentieth century's most admired and enjoyed English novelists was also a master of the short form. Evelyn Waugh's short fiction reveals in miniaturized perfection the elements that made him the greatest satirist of the twentieth century. The stories collected here range from delightfully barbed portraits of the British upper classes to an alternative ending to Waugh's novel A Handful of Dust; from a ""missing chapter"" in the life of Charles Ryder, the nostalgic hero of Brideshead Revisited, to a plot-packed morality tale that Waugh composed at a very tender age; from an epistolary lark in the voice of ""a young lady of leisure"" to a darkly comic tale of scandal in a remote (and imaginary) African outpost.",2000
9780316955126,Don't Stop the Carnival,Herman Wouk,Fiction,http://books.google.com/books/content?id=UKA_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It's every parrothead's dream: to leave behind the rat race of the workaday world and start life all over again amidst the cool breezes, sun-drenched colors, and rum-laced drinks of a tropical paradise. It's the story of Norman Paperman, a New York City press agent who, facing the onset of middle age, runs away to a Caribbean island to reinvent himself as a hotel keeper. (Hilarity and disaster -- of a sort peculiar to the tropics -- ensue.) It's the novel in which the Pulitzer Prize-winning author of such acclaimed and bestselling novels as The Caine Mutiny and War and Remembrance draws on his own experience (Wouk and his family lived for seven years on an island in the sun) to tell a story at once brilliantly comic and deeply moving.",1992
9780316955171,Youngblood Hawke,Herman Wouk,Fiction,http://books.google.com/books/content?id=T3gzHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sweeping narrative depicting the complications which accompany the phenomenal success of a young novelist from Kentucky,1992
9780321344755,Don't Make Me Think!,Steve Krug,Computers,http://books.google.com/books/content?id=-PNSAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Web-usability expert Steve Krug updates his classic guide to designing intuitive navigation for the ideal user experience.,2006
9780321432872,Andrew Carnegie and the Rise of Big Business,Harold C. Livesay,Biography & Autobiography,http://books.google.com/books/content?id=SePtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A biography of Scotsman Andrew Carnegie that discusses how his actions, as founder of Carnegie Steel, contributed to the reorganization of the pattern of industrial activity.",2007
9780325001531,The Power of One,Louis E. Catron,Performing Arts,http://books.google.com/books/content?id=pZlZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This book demonstrates techniques of writing, acting, and directing that encourage the reader to create a personal theatrical experience.",2000
9780330281720,Running in the Family,Michael Ondaatje,"Authors, Canadian",http://books.google.com/books/content?id=WghgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Michael Ondaatje's beloved family memoir, fact and fiction blur to create a dazzlingly original portrait of a lost time and place. Ondaatje left Ceylon (now Sri Lanka) at the age of eleven. Almost twenty-five years later, he returned to sort out the recollected fragments of experience, legend, and family scandal, and to reconstruct the carefree, doomed life his parents and grandparents had led in a place where couples danced the tango in the moonlight, where drink, gambling, and romance were the main occupations of the upper class. Rich with eccentric characters and captivating stories, and set against the exotic landscape of a colonial empire in decline, Running in the Family is Ondaatje's unforgettable journey through memory and imagination to reclaim his past.",1984
9780330301749,The Circus of Adventure,Enid Blyton,Juvenile Fiction,http://books.google.com/books/content?id=-80JSgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,When Bill comes home with a strange guest it proves to be the beginning of an adventure involving a travelling circus and a castle with secret passages.,1988
9780330301756,The Island of Adventure,Enid Blyton,Abandoned mines,http://books.google.com/books/content?id=FAaDQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Something very sinister is happening on the mysterious Isle of Gloom and the children are determined to uncover the truth!,1988
9780330304214,A Gift of Wings,Richard Bach,Air pilots,http://books.google.com/books/content?id=jxNwPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These stories, inspired by Bach's lifelong passion for flight, filled with memories of friends from the past and friends not yet met, are woven together with warmth, honesty and courage. With signs and signals, coincidences and tangents turning up at every juncture, Bach shows how truly complex and beautiful life can be, and also how its troubles can in fact knock us onto better paths or teach us lessons we benefit from in other situations. Drawing on the allegorical power of flight, each a mini-parable, these stories will inspire you with their simple experiences made technicolour by the prism of Bach's extraordinary imagination. Celebrating Richard Bach's unique vision, these transcend their pages to touch the real drama of life with magic that reaches out to us all across its limitless horizons.",1989
9780330314916,The Orchard Keeper,Cormac McCarthy,Community life,http://books.google.com/books/content?id=UYsaQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Set in a small, remote community in rural Tennessee, this book tells of John Wesley Rattner, a young boy, and Marion Sylder, an outlaw and bootlegger who, unbeknownst of either of them, has killed the boy's father. Together with Rattner's Uncle Ather, the three enact a drama.",1994
9780330332651,A Dangerous Fortune,Ken Follett,"Banks and banking, British",http://books.google.com/books/content?id=dyP_pDvn018C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The mysterious death of a student at an exclusive English boarding school haunts those involved for the rest of their lives.,1994
9780330334617,The Border Trilogy,Cormac McCarthy,Fiction,http://books.google.com/books/content?id=QeGjwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cormac McCarthy’s award-winning, bestselling trio of novels chronicles the coming-of-age of two young men in the south west of America. John Grady Cole and Billy Parham, two cowboys of the old school, are poised on the edge of a world about to change forever. Their journeys across the border into Mexico, each an adventure fraught with fear and pain, mark a passage into adulthood, and eventual salvation. In All the Pretty Horses, young John Grady Cole, dispossessed by the sale of his family’s Texas ranch, heads across the border in search of the cowboy life, where he finds a job breaking horses, and a dangerously ill-fated romance. In The Crossing, sixteen-year-old Billy Parham captures a wolf that has been marauding his family’s ranch and, instead of killing it, decides to take it on a perilous journey home to the mountains of Mexico.These two drifters come together years later in Cities of the Plain, a magnificent tale of friendship and passion. In the vanishing world of the Old West, blood and violence are conditions of life. Beautiful and brutal, filled with sorrow and humour, The Border Trilogy is both an epic love story and a fierce elegy for the American frontier.",2002
9780330334686,Misreadings,Umberto Eco,Literary Criticism,http://books.google.com/books/content?id=Q91IPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In an upside-down Lolita, Umberto Umberto pursues a granny with ‘whitely lascivious locks’. Professor Anouk Ooma of Prince Joseph’s Land University addresses his colleagues on recent archaeological findings that shed light on the poetry of Italy before the Explosion. Columbus’s landing in the New World is covered by television reporters, commentators and guest experts. We are permitted to see in-house publisher’s readers’ reports, most of them unfavourable, on such submissions as The Odyssey, Don Quixote, Kant’s Critique of Pure Reason, and the Five Books of Moses; and we hear a diatribe, in ancient Greece, against the vulgarity of such upstarts as Herodotus, Thucydides and Plato. ‘For sheer exuberant good humour, nothing could surpass Misreadings, a collection of parodies and squibs that began appearing in the 1950s and 1960s, but whose panache has not faded one bit’ Marina Warner, Books of the Year, Independent on Sunday ‘Made up of vintage, good-humoured games – parodies of think-pieces, spoof essays and carnival pranks’ Lorna Sage, Books of the Year, Observer",1994
9780330338813,Vurt,Jeff Noon,Brothers and sisters,http://books.google.com/books/content?id=pUKvPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Winner of the 1994 Arthur C. Clarke award, Vurt is a dark tale of England a few years from now. Scribble and his fellow stash riders are hooked on Vurt Feathers, the most powerful drug available. It lets them escape but it has its dangers.",1994
9780330340199,In Pharaoh's Army,Tobias Wolff,"Authors, American",http://books.google.com/books/content?id=TO77DpkJol8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Having survived the extraordinary childhood recorded in This Boy’s Life, Tobias Wolff finds himself serving in Vietnam and assigned to a unit in the Mekong Delta. A young officer out of his depth, he lives in boredom and terror and grief for lost friends. Much has been written about the scarring Vietnam experience, but never with this blend of exactitude, humanity, grotesque humour and painful truth. ‘An outstanding addition to the library on the Vietnam War . . . Wolff makes it so funny, moving and memorable you feel it has never been written about before’ Tibor Fischer, Financial Times ‘In Pharaoh’s Army has an irresistible flow. He is a lucid, self-honest spirit with a gift for narrative. I read him at a sitting and was sad to run out of pages’ Ian McEwan, Financial Times Book of the Year ‘Wolff is a fine judge of difficult material. Always entertaining, always thoughtful, this book is a worthy successor to This Boy’s Life ’ Erica Wagner, The Times ‘Wolff’s book is funny, self-chastening and unforgettable’ Nick Hornby, Sunday Times Book of the Year ‘The finest piece of prose I read this year . . .Wolff cannot be parodied, as sure a sign of greatness as there is’ Will Self, Independent on Sunday Book of the Year",1995
9780330340328,The Reality Dysfunction,Peter F. Hamilton,English fiction,http://books.google.com/books/content?id=uOqwreUm30AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In AD 2600 the human race is finally beginning to realize its full potential. Hundreds of colonized planets scattered across the galaxy host a multitude of prosperous and wildly diverse cultures. Genetic engineering has pushed evolution far beyond nature's boundaries, defeating disease and producing extraordinary spaceborn creatures. Huge fleets of sentient trader starships thrive on the wealth created by the industrialization of entire star systems. And throughout inhabited space the Confederation Navy keeps the peace. A true golden age is within our grasp. But now something has gone catastrophically wrong. On a primitive colony planet a renegade criminal's chance encounter with an utterly alien entity unleashes the most primal of all our fears. An extinct race which inhabited the galaxy aeons ago called it ""The Reality Dysfunction."" It is the nightmare which has prowled beside us since the beginning of history. 'Absolute vintage science-fiction. Hamilton puts British sci-fi back into interstellar overdrive' ""The Times""",1997
9780330345040,Paper Money,Ken Follett,Conspiracies,http://books.google.com/books/content?id=nlTE5iVFm2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three seemingly unrelated events occur on a single morning in London. An MP wakes up after spending the night with a beautiful young woman. A tycoon meets a leading Bank of England official for breakfast. And an underworld gang boss briefs his crew. Nothing so far to keep the tabloid editors awake. Until ambitious young reporter Kevin Hart uncovers his first promising link... Because what is at stake is conspiracy: conspiracy to defraud, no matter what the human cost. On one unforgettable day in the world's financial capital, fortunes will be destroyed and ideals will be shattered by the discovery that the whole truth is too dangerous to print...",1996
9780330346511,An Unquiet Mind,Kay Redfield Jamison,Biography & Autobiography,http://books.google.com/books/content?id=adEquyRaKTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this book, a world authority on manic-depression reveals her own struggle since girlhood with this cruel disease. She describes how she mastered it and how it shaped her life.",1997
9780330351690,Into the Wild,Jon Krakauer,True Crime,http://books.google.com/books/content?id=X7M1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Using the true story of a young man, who in 1992 walked deep into the Alaskan wilderness and whose SOS note and emaciated corpse were found four months later, Krakauer explores the obsession which leads some people to explore the outer limits of self, leave civilization behind and seek enlightenment through solitude and contact with nature.",1998
9780330351829,A Second Chance at Eden,Peter F. Hamilton,Science fiction,http://books.google.com/books/content?id=foyS8cdFJQkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,This novella and six stories are set in the same universe and time-line as the Night's Dawn trilogy.,1999
9780330353823,The Memoirs of Cleopatra,Margaret George,Egypt,http://books.google.com/books/content?id=el6mohWndKQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The bestselling author of ""The Autobiography of Henry VIII"" and ""Mary Queen of Scotland and the Isles"" brings to life the words and glittering kingdom of Cleopatra, Queen of the Nile, in a lush, sweeping, and richly detailed saga of ancient Egypt.",1998
9780330363686,Just Disgusting!,Andy Griffiths,Australian fiction,http://books.google.com/books/content?id=cUeXrwgToScC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the tradition of Just Tricking!, Just Annoying!, Just Stupid! and Just Crazy!, Andy Griffiths has written nine highly original, humorous new stories about Andy G.Includes a terrible agonising death by flesh-eating zombies, a battle with brussel sprouts (the sprouts win) and the disgusting fact that cockroaches can live for nine days without their heads (they only die because they starve to death).Complemented by imaginative, chaotic and downright disgusting illustrations by Terry Denton.",2002
9780330367349,Bridget Jones,Helen Fielding,Diary fiction,http://books.google.com/books/content?id=ebPEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Wilderness Years are over! But not for long. At the end of Bridget Jones""s Diary, Bridget hiccuped off into the sunset with man-of-her-dreams Mark Darcy. Now, in the Edge of Reason, she discovers what it is like when you have the man of your dreams actually in your flat and he hasn't done the washing up, not just the whole of this week, but ever.",1999
9780330367479,Rumer Godden,Anne Chisholm,British,http://books.google.com/books/content?id=8GgmFqXKcQ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The story of an emotionally powerful writer and a woman of unusual strength of character.,1999
9780330371223,Four to Score,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=3m8ha8ILQjQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The problem with being a bounty hunter is it's all on-the-job training. And Stephanie Plum is still learning the ways to get yourself killed. Take the case of Maxine Norwicki.... When Maxine failed to turn up for her day in court, Stephanie was given the task of bringing her in. Simple. Except Maxine's boyfriend has now begun receiving mysterious, coded notes from the runaway that hint at buried treasure. In fact the notes are so indecipherable that Stephanie has to call on the help of Sally Sweet, giant drag queen and code-breaker extraordinaire. And Steph's knight errant, cop Joe Morelli. is also proving useful - although he can't decide what he wants most: Maxine's bounty or Stephanie's body. Meanwhile a friend loses a finger, a mother is scalped, an apartment is firebombed and a store clerk is murdered. And out in the street, the crazy treasure hunt game goes on.... 'Stephanie Plum is ass-kicking form..... utterly delightful.' Cosmopolitan 'As smart and sassy as high-gloss wet paint.' Time Out ' Among the great joys of contemporary crime fiction.' GQ 'All the easy class and wit that you expect to find in the best American TV Comedy, but too rarely find in modern fiction.' GQ",1999
9780330371230,High Five,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=rNKjOLyFuxYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Stephanie Plum's uncle has disappeared and Grandma thinks he has been abducted by aliens. Things turn serious when Stephanie finds a photo of dismembered body parts in his desk. Meanwhile, she has to bring in bail-jumping, vertically-challenged Randy Briggs.",2000
9780330371247,Hot Six,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=GZ9NPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Sexual temptation, homicidal maniacs, car crashes and doughnut addiction are all in a day's work for Stephanie Plum. Now there's another male in her life. He's big, he's orange, and he howls when he's left alone. But nothing could prepare her for the disaster she faces when Grandma Mazur moves in. "" -- back cover.",2001
9780330373579,The Sign of the Cross,Colm Tóibín,Catholics,http://books.google.com/books/content?id=FLVFBAldATIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An insightful and personal examination of Catholicism in Europe.For four years from 1990, Colm Tóibin made a series of trips through Catholic Europe. The result is this beautifully wrought book. He shows the complications and contradictions of the Catholic Church, and tries to unravel how they in turn influence a country's sense of nationalism. It is not quite a travelogue, nor is it autobiographical. Rather it is a work that tests both faith and the written word, a work that redefines what we have come to expect from non-fiction.",2001
9780330375467,Them,Jon Ronson,Political leadership,http://books.google.com/books/content?id=8Ea0Nwkf4N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"*Britain's funniest and most insightful satirist investigates the world of 'them' and 'us'*Is there really, as the extremists claim, a secret room from which a tiny elite secretly rules the world? And if so, can it be found? ""Them: Adventures with Extremists"" is a romp into the heart of darkness involving 12-foot lizard-men, PR-conscious Ku Klux Klansmen, Ian Paisley, Hollywood limousines, the legend of Ruby Ridge, Noam Chomsky, a harem of kidnapped sex slaves, David Icke, and Nicolae Ceausescu's shoes.While Jon Ronson attempts to locate the secret room, he is chased by men in dark glasses, unmasked as a Jew in the middle of a Jihad training camp, and witnesses CEOs and leading politicians undertake a bizarre pagan owl ritual in the forests of Northern California. He also learns some alarming things about the looking-glass world of them and us. Are the extremists right? Or has he become one of Them?",2002
